data,hora,num,ssid,bssid,rssi,canal,ambiente,areaCrip,codigo
18/11/2025,07:03:53,55,IFPB-VISITANTE,84:f1:47:54:fd:c2,-86,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB-VISITANTE,b8:11:4b:1d:1e:42,-86,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB,84:f1:47:54:fd:c0,-87,1,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB,b8:11:4b:1d:1e:40,-87,6,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-88,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:03:53,55,IFPB,e4:4e:2d:85:4c:60,-91,11,Lab. Informática 09,Rabbit,11
18/11/2025,07:04:29,56,IFPB,84:f1:47:54:7f:20,-73,11,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB-VISITANTE,84:f1:47:54:7f:22,-73,11,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB,84:f1:47:54:96:e0,-76,1,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB-VISITANTE,84:f1:47:54:96:e2,-76,1,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB,84:f1:47:54:fd:c0,-84,1,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB-VISITANTE,84:f1:47:54:fd:c2,-85,1,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB-VISITANTE,84:f1:47:54:f9:82,-87,6,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB,84:f1:47:54:f9:80,-88,6,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB,e4:4e:2d:85:4c:60,-88,11,Sala dos técnicos,Dog,12
18/11/2025,07:04:29,56,IFPB-VISITANTE,e4:4e:2d:85:4c:62,-89,11,Sala dos técnicos,Dog,12
