data,hora,num,ssid,bssid,rssi,canal,ambiente
17/03/2026,10:41:45,43,IFPB,84:F1:47:54:95:E0,-59,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB-VISITANTE,84:F1:47:54:95:E2,-59,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB-VISITANTE,B8:11:4B:1D:14:82,-81,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB,B8:11:4B:1D:14:80,-82,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB,84:F1:47:54:FD:C0,-87,1,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB-VISITANTE,84:F1:47:54:FD:C2,-89,1,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB-VISITANTE,84:F1:47:54:F9:82,-90,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:45,43,IFPB,84:F1:47:54:F9:80,-90,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB,84:F1:47:54:95:E0,-72,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB-VISITANTE,84:F1:47:54:95:E2,-72,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB,B8:11:4B:1D:14:80,-84,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB-VISITANTE,B8:11:4B:1D:14:82,-84,6,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB-VISITANTE,84:F1:47:54:FD:C2,-88,1,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB,84:F1:47:54:F9:80,-88,11,Coordenação de Eng. Elétrica
17/03/2026,10:41:55,44,IFPB-VISITANTE,84:F1:47:54:F9:82,-89,11,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB,84:F1:47:54:95:E0,-63,11,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB-VISITANTE,84:F1:47:54:95:E2,-63,11,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB,B8:11:4B:1D:14:80,-80,6,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB-VISITANTE,B8:11:4B:1D:14:82,-80,6,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB-VISITANTE,84:F1:47:54:FD:C2,-84,1,Coordenação de Eng. Elétrica
17/03/2026,10:42:05,45,IFPB,84:F1:47:54:FD:C0,-86,1,Coordenação de Eng. Elétrica
