Local,Roteador,Canal,Minimo,Maximo,Quantidade,NumRoteador
Lab. de medidas em telecomunicações,18:0d:2c:7f:eb:ac,7,-77,-70,10,Roteador 03
Lab. de medidas em telecomunicações,18:d6:c7:f9:37:2f,11,-81,-76,10,Roteador 04
Lab. de medidas em telecomunicações,24:36:da:2b:5e:c0,1,-91,-87,9,Roteador 05
Lab. de medidas em telecomunicações,24:36:da:2b:5e:c2,1,-92,-87,8,Roteador 05
Lab. de medidas em telecomunicações,24:36:da:2b:bc:00,6,-77,-70,10,Roteador 06
Lab. de medidas em telecomunicações,24:36:da:2b:bc:02,6,-77,-69,10,Roteador 06
Lab. de medidas em telecomunicações,24:fd:0d:57:19:26,5,-90,-79,10,Roteador 07
Lab. de medidas em telecomunicações,48:51:cf:81:b0:9e,3,-95,-90,10,Roteador 08
Lab. de medidas em telecomunicações,50:c7:bf:ef:56:8a,3,-95,-89,9,Roteador 09
Lab. de medidas em telecomunicações,58:10:8c:91:f3:aa,1,-58,-50,10,Roteador 10
Lab. de medidas em telecomunicações,60:32:b1:2d:66:c3,10,-93,-90,9,Roteador 11
Lab. de medidas em telecomunicações,64:66:b3:62:eb:86,1,-93,-93,1,Roteador 12
Lab. de medidas em telecomunicações,7c:f1:7e:8d:13:22,10,-55,-45,10,Roteador 13
Lab. de medidas em telecomunicações,84:f1:47:54:6b:80,6,-89,-89,3,Roteador 14
Lab. de medidas em telecomunicações,84:f1:47:54:6b:82,6,-91,-87,4,Roteador 14
Lab. de medidas em telecomunicações,84:f1:47:54:8b:a0,1,-89,-87,5,Roteador 15
Lab. de medidas em telecomunicações,84:f1:47:54:8b:a2,1,-89,-86,7,Roteador 15
Lab. de medidas em telecomunicações,84:f1:47:54:96:e0,1,-76,-65,10,Roteador 17
Lab. de medidas em telecomunicações,84:f1:47:54:96:e2,1,-75,-67,10,Roteador 17
Lab. de medidas em telecomunicações,84:f1:47:54:f9:80,11,-90,-89,5,Roteador 19
Lab. de medidas em telecomunicações,84:f1:47:54:f9:82,11,-91,-88,5,Roteador 19
Lab. de medidas em telecomunicações,d8:0d:17:3e:c3:cb,4,-88,-84,10,Roteador 21
Lab. de medidas em telecomunicações,d8:5d:4c:86:7e:66,1,-90,-85,10,Roteador 22
Lab. de medidas em telecomunicações,e4:4e:2d:85:4c:60,11,-80,-74,10,Roteador 23
Lab. de medidas em telecomunicações,e4:4e:2d:85:4c:62,11,-80,-73,10,Roteador 23
Lab. de medidas em telecomunicações,54:e6:fc:cf:22:de,6,-94,-89,8,Roteador 26
Lab. de medidas em telecomunicações,84:f1:47:54:97:00,1,-91,-85,8,Roteador 46
Lab. de medidas em telecomunicações,84:f1:47:54:97:02,1,-90,-86,9,Roteador 46
Lab. de medidas em telecomunicações,84:f1:47:54:7f:60,6,-90,-86,9,Roteador 50
Lab. de medidas em telecomunicações,84:f1:47:54:7f:62,6,-89,-85,8,Roteador 50
Lab. de microscopia,00:26:5a:66:55:ef,6,-94,-91,5,Roteador 01
Lab. de microscopia,00:e0:4c:65:36:bc,11,-85,-76,10,Roteador 02
Lab. de microscopia,18:d6:c7:f9:37:2f,11,-96,-85,6,Roteador 04
Lab. de microscopia,50:c7:bf:ef:56:8a,3,-71,-65,10,Roteador 09
Lab. de microscopia,58:10:8c:91:f3:aa,1,-94,-91,6,Roteador 10
Lab. de microscopia,60:32:b1:2d:66:c3,10,-92,-89,4,Roteador 11
Lab. de microscopia,64:66:b3:62:eb:86,1,-95,-95,1,Roteador 12
Lab. de microscopia,7c:f1:7e:8d:13:22,10,-94,-85,6,Roteador 13
Lab. de microscopia,84:f1:47:54:6b:80,6,-84,-79,10,Roteador 14
Lab. de microscopia,84:f1:47:54:6b:82,6,-84,-78,10,Roteador 14
Lab. de microscopia,84:f1:47:54:8b:a0,1,-80,-74,10,Roteador 15
Lab. de microscopia,84:f1:47:54:8b:a2,1,-81,-73,10,Roteador 15
Lab. de microscopia,84:f1:47:54:f9:80,11,-89,-89,1,Roteador 19
Lab. de microscopia,84:f1:47:54:f9:82,11,-90,-90,2,Roteador 19
Lab. de microscopia,d8:0d:17:3e:c3:cb,4,-89,-79,10,Roteador 21
Lab. de microscopia,84:f1:47:54:fd:60,1,-88,-85,9,Roteador 27
Lab. de microscopia,84:f1:47:54:fd:62,1,-88,-85,9,Roteador 27
Lab. de microscopia,2c:57:41:d4:a5:20,11,-90,-83,6,Roteador 32
Lab. de microscopia,2c:57:41:d4:a5:22,11,-88,-83,8,Roteador 32
Lab. de microscopia,44:d2:44:dd:32:49,11,-93,-89,9,Roteador 33
Lab. de microscopia,54:e6:fc:ba:ad:86,1,-94,-87,10,Roteador 35
Lab. de microscopia,84:f1:47:54:80:60,11,-81,-72,10,Roteador 36
Lab. de microscopia,84:f1:47:54:80:62,11,-80,-73,10,Roteador 36
Lab. de microscopia,8e:c0:b9:b0:45:01,6,-95,-89,8,Roteador 38
Lab. de microscopia,8e:e5:c0:e7:58:cc,11,-90,-90,1,Roteador 39
Lab. de microscopia,52:34:39:7b:41:f6,7,-93,-87,8,Roteador 49
Lab. de microscopia,84:f1:47:54:7f:60,6,-89,-86,5,Roteador 50
Lab. de microscopia,84:f1:47:54:7f:62,6,-90,-87,6,Roteador 50
Lab. de redes convergentes,00:26:5a:66:55:ef,6,-86,-78,10,Roteador 01
Lab. de redes convergentes,00:e0:4c:65:36:bc,11,-89,-75,10,Roteador 02
Lab. de redes convergentes,18:0d:2c:7f:eb:ac,7,-54,-49,10,Roteador 03
Lab. de redes convergentes,18:d6:c7:f9:37:2f,11,-77,-71,10,Roteador 04
Lab. de redes convergentes,24:36:da:2b:bc:00,6,-81,-74,10,Roteador 06
Lab. de redes convergentes,24:36:da:2b:bc:02,6,-80,-74,10,Roteador 06
Lab. de redes convergentes,24:fd:0d:57:19:26,5,-81,-70,10,Roteador 07
Lab. de redes convergentes,48:51:cf:81:b0:9e,3,-91,-83,10,Roteador 08
Lab. de redes convergentes,50:c7:bf:ef:56:8a,3,-93,-87,10,Roteador 09
Lab. de redes convergentes,58:10:8c:91:f3:aa,1,-37,-33,10,Roteador 10
Lab. de redes convergentes,60:32:b1:2d:66:c3,10,-85,-81,9,Roteador 11
Lab. de redes convergentes,64:66:b3:62:eb:86,1,-91,-84,10,Roteador 12
Lab. de redes convergentes,7c:f1:7e:8d:13:22,10,-64,-58,10,Roteador 13
Lab. de redes convergentes,84:f1:47:54:96:e0,1,-89,-81,10,Roteador 17
Lab. de redes convergentes,84:f1:47:54:96:e2,1,-86,-80,10,Roteador 17
Lab. de redes convergentes,84:f1:47:54:eb:20,6,-90,-86,4,Roteador 18
Lab. de redes convergentes,84:f1:47:54:eb:22,6,-89,-87,6,Roteador 18
Lab. de redes convergentes,cc:32:e5:0c:fc:2b,9,-94,-82,9,Roteador 20
Lab. de redes convergentes,d8:0d:17:3e:c3:cb,4,-95,-90,9,Roteador 21
Lab. de redes convergentes,d8:5d:4c:86:7e:66,1,-75,-70,10,Roteador 22
Lab. de redes convergentes,e4:4e:2d:85:4c:60,11,-62,-58,10,Roteador 23
Lab. de redes convergentes,e4:4e:2d:85:4c:62,11,-62,-58,10,Roteador 23
Lab. de redes convergentes,e8:94:f6:b9:2f:46,6,-93,-92,2,Roteador 24
Lab. de redes convergentes,64:70:02:99:fe:f4,1,-92,-87,10,Roteador 31
Lab. de telecomunicações,00:26:5a:66:55:ef,6,-84,-78,10,Roteador 01
Lab. de telecomunicações,18:0d:2c:7f:eb:ac,7,-72,-65,10,Roteador 03
Lab. de telecomunicações,18:d6:c7:f9:37:2f,11,-83,-70,10,Roteador 04
Lab. de telecomunicações,24:fd:0d:57:19:26,5,-68,-60,10,Roteador 07
Lab. de telecomunicações,48:51:cf:81:b0:9e,3,-79,-70,10,Roteador 08
Lab. de telecomunicações,50:c7:bf:ef:56:8a,3,-96,-96,1,Roteador 09
Lab. de telecomunicações,58:10:8c:91:f3:aa,1,-64,-60,10,Roteador 10
Lab. de telecomunicações,60:32:b1:2d:66:c3,10,-88,-83,10,Roteador 11
Lab. de telecomunicações,64:66:b3:62:eb:86,1,-88,-80,10,Roteador 12
Lab. de telecomunicações,7c:f1:7e:8d:13:22,10,-80,-67,10,Roteador 13
Lab. de telecomunicações,84:f1:47:54:95:e0,11,-89,-86,8,Roteador 16
Lab. de telecomunicações,84:f1:47:54:95:e2,11,-89,-85,8,Roteador 16
Lab. de telecomunicações,84:f1:47:54:96:e0,1,-87,-78,10,Roteador 17
Lab. de telecomunicações,84:f1:47:54:96:e2,1,-88,-78,10,Roteador 17
Lab. de telecomunicações,84:f1:47:54:f9:80,11,-90,-86,8,Roteador 19
Lab. de telecomunicações,84:f1:47:54:f9:82,11,-91,-86,8,Roteador 19
Lab. de telecomunicações,cc:32:e5:0c:fc:2b,9,-89,-83,10,Roteador 20
Lab. de telecomunicações,d8:0d:17:3e:c3:cb,4,-68,-56,10,Roteador 21
Lab. de telecomunicações,d8:5d:4c:86:7e:66,1,-72,-67,10,Roteador 22
Lab. de telecomunicações,e4:4e:2d:85:4c:60,11,-89,-83,10,Roteador 23
Lab. de telecomunicações,e4:4e:2d:85:4c:62,11,-89,-83,10,Roteador 23
Lab. de telecomunicações,e8:94:f6:b9:2f:46,6,-87,-81,10,Roteador 24
Lab. de telecomunicações,54:e6:fc:cf:22:de,6,-93,-91,4,Roteador 26
Lab. de telecomunicações,84:f1:47:54:fd:c0,1,-82,-77,10,Roteador 27
Lab. de telecomunicações,84:f1:47:54:fd:c2,1,-82,-77,10,Roteador 27
Lab. de telecomunicações,64:70:02:99:fe:f4,1,-94,-92,3,Roteador 31
Lab. de telecomunicações,2c:57:41:d4:69:c0,1,-87,-87,1,Roteador 43
Lab. de telecomunicações,2c:57:41:d4:69:c2,1,-87,-87,1,Roteador 43
Lab. de telecomunicações,84:f1:47:54:7f:20,11,-76,-71,10,Roteador 44
Lab. de telecomunicações,84:f1:47:54:7f:22,11,-75,-71,10,Roteador 44
Lab. de telecomunicações,b8:11:4b:1d:1e:40,6,-92,-89,2,Roteador 45
Lab. de telecomunicações,b8:11:4b:1d:1e:42,6,-90,-89,3,Roteador 45
Lab. de telecomunicações,84:f1:47:54:71:00,1,-86,-83,10,Roteador 51
Lab. de telecomunicações,84:f1:47:54:71:02,1,-85,-83,10,Roteador 51
Lab. química 01,00:e0:4c:65:36:bc,11,-69,-65,10,Roteador 02
Lab. química 01,18:0d:2c:7f:eb:ac,7,-90,-87,10,Roteador 03
Lab. química 01,18:d6:c7:f9:37:2f,11,-93,-90,6,Roteador 04
Lab. química 01,24:36:da:2b:bc:00,6,-78,-74,10,Roteador 06
Lab. química 01,24:36:da:2b:bc:02,6,-78,-75,10,Roteador 06
Lab. química 01,24:fd:0d:57:19:26,5,-94,-90,8,Roteador 07
Lab. química 01,50:c7:bf:ef:56:8a,3,-88,-84,9,Roteador 09
Lab. química 01,58:10:8c:91:f3:aa,1,-88,-83,10,Roteador 10
Lab. química 01,7c:f1:7e:8d:13:22,10,-84,-79,10,Roteador 13
Lab. química 01,84:f1:47:54:6b:80,6,-65,-56,10,Roteador 14
Lab. química 01,84:f1:47:54:6b:82,6,-65,-56,10,Roteador 14
Lab. química 01,84:f1:47:54:8b:a0,1,-89,-88,3,Roteador 15
Lab. química 01,84:f1:47:54:8b:a2,1,-89,-87,3,Roteador 15
Lab. química 01,84:f1:47:54:80:60,11,-92,-89,5,Roteador 36
Lab. química 01,84:f1:47:54:80:62,11,-91,-88,6,Roteador 36
Lab. química 01,84:f1:47:54:81:00,11,-91,-91,1,Roteador 37
Lab. química 01,84:f1:47:54:81:02,11,-91,-91,1,Roteador 37
Lab. química 01,8e:c0:b9:b0:45:01,6,-95,-90,2,Roteador 38
Lab. química 01,2c:57:41:cd:e1:c0,11,-87,-80,8,Roteador 47
Lab. química 01,2c:57:41:cd:e1:c2,11,-88,-81,7,Roteador 47
Lab. química 01,24:2f:d0:cc:ed:8c,2,-95,-91,9,Roteador 48
Lab. química 01,84:f1:47:54:7f:60,6,-87,-81,10,Roteador 50
Lab. química 01,84:f1:47:54:7f:62,6,-86,-80,10,Roteador 50
Lab. química 01,24:36:da:a2:7f:40,6,-89,-87,5,Roteador 52
Lab. química 01,24:36:da:a2:7f:42,6,-89,-88,5,Roteador 52
Lab. química 01,c4:12:f5:d3:01:90,5,-93,-93,1,Roteador 53
Lab. química 02,00:e0:4c:65:36:bc,11,-70,-64,10,Roteador 02
Lab. química 02,18:0d:2c:7f:eb:ac,7,-85,-81,10,Roteador 03
Lab. química 02,18:d6:c7:f9:37:2f,11,-98,-90,9,Roteador 04
Lab. química 02,24:36:da:2b:bc:00,6,-81,-74,10,Roteador 06
Lab. química 02,24:36:da:2b:bc:02,6,-81,-74,10,Roteador 06
Lab. química 02,24:fd:0d:57:19:26,5,-93,-88,7,Roteador 07
Lab. química 02,50:c7:bf:ef:56:8a,3,-93,-85,10,Roteador 09
Lab. química 02,58:10:8c:91:f3:aa,1,-88,-81,10,Roteador 10
Lab. química 02,7c:f1:7e:8d:13:22,10,-84,-76,10,Roteador 13
Lab. química 02,84:f1:47:54:6b:80,6,-68,-60,10,Roteador 14
Lab. química 02,84:f1:47:54:6b:82,6,-68,-60,10,Roteador 14
Lab. química 02,84:f1:47:54:8b:a0,1,-90,-85,7,Roteador 15
Lab. química 02,84:f1:47:54:8b:a2,1,-91,-88,6,Roteador 15
Lab. química 02,54:e6:fc:cf:22:de,6,-95,-93,6,Roteador 26
Lab. química 02,84:f1:47:54:80:60,11,-92,-90,2,Roteador 36
Lab. química 02,84:f1:47:54:80:62,11,-91,-89,4,Roteador 36
Lab. química 02,84:f1:47:54:81:00,11,-91,-89,6,Roteador 37
Lab. química 02,84:f1:47:54:81:02,11,-92,-90,5,Roteador 37
Lab. química 02,2c:57:41:cd:e1:c0,11,-90,-87,4,Roteador 47
Lab. química 02,2c:57:41:cd:e1:c2,11,-91,-87,4,Roteador 47
Lab. química 02,24:2f:d0:cc:ed:8c,2,-95,-91,7,Roteador 48
Lab. química 02,84:f1:47:54:7f:60,6,-86,-80,10,Roteador 50
Lab. química 02,84:f1:47:54:7f:62,6,-86,-79,10,Roteador 50
Lab. química 02,24:36:da:a2:7f:40,6,-88,-87,7,Roteador 52
Lab. química 02,24:36:da:a2:7f:42,6,-89,-86,8,Roteador 52
Lab. química 02,b8:11:4b:1d:12:00,11,-91,-91,1,Roteador 54
Lab. química 02,b8:11:4b:1d:12:02,11,-94,-90,2,Roteador 54
Lab. química 03,00:e0:4c:65:36:bc,11,-91,-79,9,Roteador 02
Lab. química 03,18:0d:2c:7f:eb:ac,7,-92,-83,10,Roteador 03
Lab. química 03,18:d6:c7:f9:37:2f,11,-95,-93,6,Roteador 04
Lab. química 03,24:36:da:2b:bc:00,6,-82,-73,10,Roteador 06
Lab. química 03,24:36:da:2b:bc:02,6,-83,-71,10,Roteador 06
Lab. química 03,24:fd:0d:57:19:26,5,-95,-93,3,Roteador 07
Lab. química 03,50:c7:bf:ef:56:8a,3,-94,-89,9,Roteador 09
Lab. química 03,58:10:8c:91:f3:aa,1,-88,-80,10,Roteador 10
Lab. química 03,7c:f1:7e:8d:13:22,10,-77,-68,10,Roteador 13
Lab. química 03,84:f1:47:54:6b:80,6,-78,-74,10,Roteador 14
Lab. química 03,84:f1:47:54:6b:82,6,-78,-74,10,Roteador 14
Lab. química 03,54:e6:fc:cf:22:de,6,-94,-93,5,Roteador 26
Lab. química 03,84:f1:47:54:81:00,11,-88,-81,9,Roteador 37
Lab. química 03,84:f1:47:54:81:02,11,-89,-82,10,Roteador 37
Lab. química 03,84:f1:47:54:97:00,1,-91,-87,4,Roteador 46
Lab. química 03,84:f1:47:54:97:02,1,-91,-87,4,Roteador 46
Lab. química 03,2c:57:41:cd:e1:c0,11,-91,-89,4,Roteador 47
Lab. química 03,2c:57:41:cd:e1:c2,11,-89,-88,4,Roteador 47
Lab. química 03,24:2f:d0:cc:ed:8c,2,-95,-89,9,Roteador 48
Lab. química 03,84:f1:47:54:7f:60,6,-81,-78,9,Roteador 50
Lab. química 03,84:f1:47:54:7f:62,6,-80,-77,10,Roteador 50
Lab. química 03,24:36:da:a2:7f:40,6,-90,-82,9,Roteador 52
Lab. química 03,24:36:da:a2:7f:42,6,-90,-82,9,Roteador 52
Lab. química 03,c4:12:f5:d3:01:90,5,-96,-91,8,Roteador 53
Lab. química 03,b8:11:4b:1d:12:00,11,-83,-75,10,Roteador 54
Lab. química 03,b8:11:4b:1d:12:02,11,-82,-76,9,Roteador 54
Lab. química 03,dc:62:79:b8:6a:1a,10,-95,-95,1,Roteador 55
Núcleo de pesquisa,00:26:5a:66:55:ef,6,-94,-88,9,Roteador 01
Núcleo de pesquisa,00:e0:4c:65:36:bc,11,-73,-66,10,Roteador 02
Núcleo de pesquisa,18:0d:2c:7f:eb:ac,7,-94,-88,8,Roteador 03
Núcleo de pesquisa,18:d6:c7:f9:37:2f,11,-88,-75,10,Roteador 04
Núcleo de pesquisa,24:36:da:2b:bc:00,6,-89,-83,8,Roteador 06
Núcleo de pesquisa,24:36:da:2b:bc:02,6,-90,-82,7,Roteador 06
Núcleo de pesquisa,24:fd:0d:57:19:26,5,-94,-86,7,Roteador 07
Núcleo de pesquisa,48:51:cf:81:b0:9e,3,-93,-84,10,Roteador 08
Núcleo de pesquisa,50:c7:bf:ef:56:8a,3,-47,-45,10,Roteador 09
Núcleo de pesquisa,58:10:8c:91:f3:aa,1,-88,-79,10,Roteador 10
Núcleo de pesquisa,60:32:b1:2d:66:c3,10,-84,-72,10,Roteador 11
Núcleo de pesquisa,64:66:b3:62:eb:86,1,-95,-91,7,Roteador 12
Núcleo de pesquisa,7c:f1:7e:8d:13:22,10,-92,-88,2,Roteador 13
Núcleo de pesquisa,84:f1:47:54:6b:80,6,-89,-87,2,Roteador 14
Núcleo de pesquisa,84:f1:47:54:6b:82,6,-90,-88,2,Roteador 14
Núcleo de pesquisa,84:f1:47:54:8b:a0,1,-70,-63,10,Roteador 15
Núcleo de pesquisa,84:f1:47:54:8b:a2,1,-70,-62,10,Roteador 15
Núcleo de pesquisa,84:f1:47:54:f9:80,11,-91,-90,2,Roteador 19
Núcleo de pesquisa,84:f1:47:54:f9:82,11,-92,-89,2,Roteador 19
Núcleo de pesquisa,cc:32:e5:0c:fc:2b,9,-92,-90,2,Roteador 20
Núcleo de pesquisa,84:f1:47:54:fd:60,1,-81,-76,10,Roteador 27
Núcleo de pesquisa,84:f1:47:54:fd:62,1,-81,-76,10,Roteador 27
Núcleo de pesquisa,44:d2:44:dd:32:49,11,-91,-81,7,Roteador 33
Núcleo de pesquisa,4a:88:04:ac:88:c5,11,-83,-83,1,Roteador 34
Núcleo de pesquisa,54:e6:fc:ba:ad:86,1,-93,-90,9,Roteador 35
Núcleo de pesquisa,84:f1:47:54:80:60,11,-91,-84,6,Roteador 36
Núcleo de pesquisa,84:f1:47:54:80:62,11,-90,-85,7,Roteador 36
Núcleo de pesquisa,84:f1:47:54:81:00,11,-92,-89,3,Roteador 37
Núcleo de pesquisa,84:f1:47:54:81:02,11,-93,-90,5,Roteador 37
Núcleo de pesquisa,8e:c0:b9:b0:45:01,6,-94,-90,5,Roteador 38
Núcleo de pesquisa,8e:e5:c0:e7:58:cc,11,-90,-83,10,Roteador 39
Núcleo de pesquisa,c6:f4:87:ce:0d:8c,6,-93,-91,2,Roteador 41
Núcleo de pesquisa,d8:36:5f:54:70:40,1,-94,-91,7,Roteador 42
Núcleo de pesquisa,52:34:39:7b:41:f6,7,-96,-96,1,Roteador 49
Núcleo de pesquisa,c6:f4:87:ce:0d:8c,1,-88,-73,2,Roteador 56
PET Eng. Elétrica,00:26:5a:66:55:ef,6,-72,-61,10,Roteador 01
PET Eng. Elétrica,18:0d:2c:7f:eb:ac,7,-74,-66,10,Roteador 03
PET Eng. Elétrica,18:d6:c7:f9:37:2f,11,-78,-55,10,Roteador 04
PET Eng. Elétrica,24:fd:0d:57:19:26,5,-75,-61,10,Roteador 07
PET Eng. Elétrica,48:51:cf:81:b0:9e,3,-72,-64,10,Roteador 08
PET Eng. Elétrica,50:c7:bf:ef:56:8a,3,-95,-85,8,Roteador 09
PET Eng. Elétrica,58:10:8c:91:f3:aa,1,-64,-59,10,Roteador 10
PET Eng. Elétrica,60:32:b1:2d:66:c3,10,-78,-71,10,Roteador 11
PET Eng. Elétrica,64:66:b3:62:eb:86,1,-85,-71,10,Roteador 12
PET Eng. Elétrica,7c:f1:7e:8d:13:22,10,-79,-71,10,Roteador 13
PET Eng. Elétrica,84:f1:47:54:95:e0,11,-80,-74,10,Roteador 16
PET Eng. Elétrica,84:f1:47:54:95:e2,11,-81,-74,10,Roteador 16
PET Eng. Elétrica,84:f1:47:54:96:e0,1,-79,-73,10,Roteador 17
PET Eng. Elétrica,84:f1:47:54:96:e2,1,-80,-73,10,Roteador 17
PET Eng. Elétrica,84:f1:47:54:f9:80,11,-83,-80,10,Roteador 19
PET Eng. Elétrica,84:f1:47:54:f9:82,11,-83,-79,10,Roteador 19
PET Eng. Elétrica,cc:32:e5:0c:fc:2b,9,-80,-67,10,Roteador 20
PET Eng. Elétrica,d8:0d:17:3e:c3:cb,4,-75,-54,10,Roteador 21
PET Eng. Elétrica,d8:5d:4c:86:7e:66,1,-81,-75,10,Roteador 22
PET Eng. Elétrica,e4:4e:2d:85:4c:60,11,-86,-81,9,Roteador 23
PET Eng. Elétrica,e4:4e:2d:85:4c:62,11,-85,-80,9,Roteador 23
PET Eng. Elétrica,e8:94:f6:b9:2f:46,6,-75,-71,10,Roteador 24
PET Eng. Elétrica,54:e6:fc:cf:22:de,6,-94,-92,2,Roteador 26
PET Eng. Elétrica,84:f1:47:54:fd:c0,1,-82,-70,10,Roteador 27
PET Eng. Elétrica,84:f1:47:54:fd:c2,1,-83,-70,10,Roteador 27
PET Eng. Elétrica,b8:11:4b:1d:14:80,6,-86,-86,1,Roteador 28
PET Eng. Elétrica,b8:11:4b:1d:14:82,6,-85,-85,1,Roteador 28
PET Eng. Elétrica,64:70:02:99:fe:f4,1,-93,-90,3,Roteador 31
PET Eng. Elétrica,2c:57:41:d4:69:c2,1,-90,-90,1,Roteador 43
PET Eng. Elétrica,84:f1:47:54:7f:20,11,-88,-85,8,Roteador 44
PET Eng. Elétrica,84:f1:47:54:7f:22,11,-89,-84,8,Roteador 44
PET Eng. Elétrica,b8:11:4b:1d:1e:40,6,-89,-88,2,Roteador 45
PET Eng. Elétrica,b8:11:4b:1d:1e:42,6,-90,-87,5,Roteador 45
PET Eng. Elétrica,84:f1:47:54:71:00,1,-88,-85,8,Roteador 51
PET Eng. Elétrica,84:f1:47:54:71:02,1,-89,-85,7,Roteador 51
Pesquisa em Eng. Elétrica,00:26:5a:66:55:ef,6,-78,-64,10,Roteador 01
Pesquisa em Eng. Elétrica,00:e0:4c:65:36:bc,11,-87,-78,10,Roteador 02
Pesquisa em Eng. Elétrica,18:0d:2c:7f:eb:ac,7,-67,-61,10,Roteador 03
Pesquisa em Eng. Elétrica,18:d6:c7:f9:37:2f,11,-44,-42,10,Roteador 04
Pesquisa em Eng. Elétrica,24:36:da:2b:bc:00,6,-89,-85,9,Roteador 06
Pesquisa em Eng. Elétrica,24:36:da:2b:bc:02,6,-88,-84,9,Roteador 06
Pesquisa em Eng. Elétrica,24:fd:0d:57:19:26,5,-75,-68,10,Roteador 07
Pesquisa em Eng. Elétrica,48:51:cf:81:b0:9e,3,-83,-76,10,Roteador 08
Pesquisa em Eng. Elétrica,50:c7:bf:ef:56:8a,3,-82,-76,10,Roteador 09
Pesquisa em Eng. Elétrica,58:10:8c:91:f3:aa,1,-62,-52,10,Roteador 10
Pesquisa em Eng. Elétrica,60:32:b1:2d:66:c3,10,-81,-75,10,Roteador 11
Pesquisa em Eng. Elétrica,64:66:b3:62:eb:86,1,-83,-73,10,Roteador 12
Pesquisa em Eng. Elétrica,7c:f1:7e:8d:13:22,10,-79,-73,10,Roteador 13
Pesquisa em Eng. Elétrica,84:f1:47:54:6b:82,6,-89,-89,1,Roteador 14
Pesquisa em Eng. Elétrica,84:f1:47:54:8b:a0,1,-88,-83,10,Roteador 15
Pesquisa em Eng. Elétrica,84:f1:47:54:8b:a2,1,-88,-84,10,Roteador 15
Pesquisa em Eng. Elétrica,84:f1:47:54:96:e0,1,-92,-87,8,Roteador 17
Pesquisa em Eng. Elétrica,84:f1:47:54:96:e2,1,-90,-88,7,Roteador 17
Pesquisa em Eng. Elétrica,84:f1:47:54:eb:20,6,-88,-82,10,Roteador 18
Pesquisa em Eng. Elétrica,84:f1:47:54:eb:22,6,-89,-82,10,Roteador 18
Pesquisa em Eng. Elétrica,84:f1:47:54:f9:80,11,-91,-90,2,Roteador 19
Pesquisa em Eng. Elétrica,84:f1:47:54:f9:82,11,-89,-89,1,Roteador 19
Pesquisa em Eng. Elétrica,cc:32:e5:0c:fc:2b,9,-87,-82,9,Roteador 20
Pesquisa em Eng. Elétrica,d8:0d:17:3e:c3:cb,4,-92,-84,10,Roteador 21
Pesquisa em Eng. Elétrica,d8:5d:4c:86:7e:66,1,-89,-80,10,Roteador 22
Pesquisa em Eng. Elétrica,e4:4e:2d:85:4c:60,11,-84,-80,9,Roteador 23
Pesquisa em Eng. Elétrica,e4:4e:2d:85:4c:62,11,-84,-79,9,Roteador 23
Pesquisa em Eng. Elétrica,e8:94:f6:b9:2f:46,6,-92,-86,9,Roteador 24
Práticas didáticas,00:26:5a:66:55:ef,6,-74,-62,10,Roteador 01
Práticas didáticas,00:e0:4c:65:36:bc,11,-88,-80,10,Roteador 02
Práticas didáticas,18:0d:2c:7f:eb:ac,7,-71,-66,10,Roteador 03
Práticas didáticas,18:d6:c7:f9:37:2f,11,-52,-47,10,Roteador 04
Práticas didáticas,24:fd:0d:57:19:26,5,-71,-65,10,Roteador 07
Práticas didáticas,48:51:cf:81:b0:9e,3,-76,-71,10,Roteador 08
Práticas didáticas,50:c7:bf:ef:56:8a,3,-66,-63,10,Roteador 09
Práticas didáticas,58:10:8c:91:f3:aa,1,-70,-61,10,Roteador 10
Práticas didáticas,60:32:b1:2d:66:c3,10,-72,-60,10,Roteador 11
Práticas didáticas,64:66:b3:62:eb:86,1,-80,-67,10,Roteador 12
Práticas didáticas,7c:f1:7e:8d:13:22,10,-86,-81,10,Roteador 13
Práticas didáticas,84:f1:47:54:8b:a0,1,-87,-81,10,Roteador 15
Práticas didáticas,84:f1:47:54:8b:a2,1,-87,-81,10,Roteador 15
Práticas didáticas,84:f1:47:54:95:e0,11,-90,-88,6,Roteador 16
Práticas didáticas,84:f1:47:54:95:e2,11,-90,-88,6,Roteador 16
Práticas didáticas,84:f1:47:54:eb:20,6,-87,-78,10,Roteador 18
Práticas didáticas,84:f1:47:54:eb:22,6,-85,-79,10,Roteador 18
Práticas didáticas,84:f1:47:54:f9:80,11,-87,-81,10,Roteador 19
Práticas didáticas,84:f1:47:54:f9:82,11,-88,-80,10,Roteador 19
Práticas didáticas,cc:32:e5:0c:fc:2b,9,-79,-75,10,Roteador 20
Práticas didáticas,d8:0d:17:3e:c3:cb,4,-84,-78,10,Roteador 21
Práticas didáticas,d8:5d:4c:86:7e:66,1,-93,-88,10,Roteador 22
Práticas didáticas,e4:4e:2d:85:4c:60,11,-89,-85,7,Roteador 23
Práticas didáticas,e4:4e:2d:85:4c:62,11,-89,-84,7,Roteador 23
Práticas didáticas,e8:94:f6:b9:2f:46,6,-95,-88,7,Roteador 24
Sala dos professores,00:26:5a:66:55:ef,6,-83,-75,10,Roteador 01
Sala dos professores,00:e0:4c:65:36:bc,11,-96,-93,6,Roteador 02
Sala dos professores,18:0d:2c:7f:eb:ac,7,-71,-68,10,Roteador 03
